pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
P12fddfeea1,2025,,0,False,1.0,-0.43,0.0,60.0,partial_bust_track,,cup_of_coffee,undrafted,,,0.0,194.4,27.0,0.0,1,194.4,-0.43,-6.48,6.500000000000001,0.0,,,,,,,,,,,,,,,,,,,,,partial
P7fd9e8becb,2025,,0,False,1.0,0.02,0.0198,39.0,partial_bust_track,,fringe,undrafted,,636435.0,0.0,528.2,38.0,0.0,1,528.2,0.02,-2.57,11.654676258992804,0.0,,,,,,,,,,,,,,,,,,,,,partial
P07d140dc91,2025,,0,False,1.0,-0.18,0.0,53.0,partial_bust_track,,cup_of_coffee,undrafted,,636435.0,0.0,42.5,5.0,0.0,1,42.5,-0.18,-10.14,10.16470588235294,0.0,,,,,,,,,,,,,,,,,,,,,partial
P9436ca936e,2025,,0,False,1.0,-0.82,0.0,68.0,partial_bust_track,,fringe,undrafted,,431096.0,0.0,652.8,32.0,0.0,1,652.8,-0.82,-4.81,12.352941176470589,0.0,,,,,,,,,,,,,,,,,,,,,partial
P521d05ff22,2025,,0,False,1.0,0.08,0.077,33.0,partial_bust_track,,cup_of_coffee,undrafted,,636435.0,0.0,20.4,6.0,0.0,1,20.4,0.08,4.17,33.88235294117648,0.0,,,,,,,,,,,,,,,,,,,,,partial
P0a66817947,2025,,0,False,1.0,-0.2,0.0,54.0,partial_bust_track,,fringe,undrafted,,636435.0,0.0,1014.3,49.0,0.0,1,1014.3,-0.2,-2.99,18.086956521739133,0.0,,,,,,,,,,,,,,,,,,,,,partial
Pe05466ea0a,2025,,0,False,1.0,-0.46,0.0,61.0,partial_bust_track,,cup_of_coffee,undrafted,,146306.0,0.0,307.20000000000005,12.0,0.0,1,307.20000000000005,-0.46,-5.25,15.187499999999998,0.0,,,,,,,,,,,,,,,,,,,,,partial
P7271485ede,2025,,0,False,1.0,-0.7,0.0,67.0,partial_bust_track,,cup_of_coffee,undrafted,,95099.0,0.0,224.0,7.0,0.0,1,224.0,-0.7,-8.08,11.7,0.0,,,,,,,,,,,,,,,,,,,,,partial
Pbb5fdc38a3,2025,,0,False,1.0,-0.42,0.0,59.0,partial_bust_track,,cup_of_coffee,undrafted,,636435.0,0.0,93.10000000000001,19.0,0.0,1,93.10000000000001,-0.42,-10.47,8.816326530612244,0.0,,,,,,,,,,,,,,,,,,,,,partial
Pb3ce9ad2a9,2025,,0,False,1.0,-0.14,0.0,49.0,partial_bust_track,,cup_of_coffee,undrafted,,176943.0,0.0,23.6,4.0,0.0,1,23.6,-0.14,-13.28,12.203389830508474,0.0,,,,,,,,,,,,,,,,,,,,,partial
