pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
Pf1dc83702a,2024,,0,True,1.0,-0.1,0.0,56.0,bust_track,1.0,cup_of_coffee,undrafted,,578577.0,0.0,43.199999999999996,9.0,0.0,1,43.199999999999996,-0.1,-6.5,12.0,0.0,,,,,,,,,,,,,,,,,,,,,final
P44f988dfdd,2024,,0,True,1.0,-0.19,0.0,64.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,126.5,11.0,0.0,1,126.5,-0.19,-5.22,9.704347826086957,0.0,,,,,,,,,,,,,,,,,,,,,final
Pebbeab0c5c,2024,,0,True,1.0,-0.32,0.0,70.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,253.0,10.0,0.0,1,253.0,-0.32,-4.81,9.533596837944664,0.0,,,,,,,,,,,,,,,,,,,,,final
P086a09588e,2024,27.0,1,False,2.0,0.13,0.1222,34.0,partial_bust_track,,fringe,unresolved,,5220720.0,0.0,876.7,75.0,0.0,2,339.2,0.27,-1.27,14.603773584905658,0.0,537.5,-0.14,-3.1,16.128,0.0,,,,,,,,,,,,,,,,partial
P8b3507dca4,2024,58.0,1,False,2.0,-0.1,0.0,56.0,partial_bust_track,,fringe,unresolved,,3067683.0,0.0,714.3,79.0,0.0,2,217.49999999999997,-0.22,-4.41,7.862068965517242,0.0,496.79999999999995,0.12,-2.22,8.608695652173914,0.0,,,,,,,,,,,,,,,,partial
Pf8707c5a5f,2024,,0,False,2.0,-0.55,0.0,76.0,partial_bust_track,,fringe,undrafted,,768338.0,0.0,530.4000000000001,31.0,0.0,2,151.20000000000002,-0.39,-7.12,13.166666666666666,0.0,379.20000000000005,-0.16,-3.38,18.0,0.0,,,,,,,,,,,,,,,,partial
Pedbe6303e0,2024,,0,True,1.0,-0.33,0.0,71.0,bust_track,1.0,cup_of_coffee,undrafted,,66503.0,0.0,44.5,5.0,0.0,1,44.5,-0.33,-15.42,6.47191011235955,0.0,,,,,,,,,,,,,,,,,,,,,final
P67a293c7ae,2024,,0,False,2.0,0.22,0.1989,30.0,partial_bust_track,,fringe,undrafted,,2627071.0,0.0,1037.5,84.0,0.0,2,502.2,0.15,-2.12,12.000000000000002,0.0,535.3,0.07,-2.43,12.475247524752476,0.0,,,,,,,,,,,,,,,,partial
P3bedf956bf,2024,48.0,1,False,2.0,0.09000000000000001,0.0862,37.0,partial_bust_track,,cup_of_coffee,unresolved,,1215012.0,0.0,60.900000000000006,12.0,0.0,2,35.0,0.02,-1.75,4.114285714285714,0.0,25.900000000000002,0.07,1.82,15.567567567567568,0.0,,,,,,,,,,,,,,,,partial
Pe275ca2256,2024,,0,False,2.0,-0.5,0.0,74.0,partial_bust_track,,cup_of_coffee,undrafted,,560237.0,0.0,488.69999999999993,36.0,0.0,2,253.79999999999998,-0.54,-6.33,15.446808510638297,0.0,234.89999999999998,0.04,-2.38,14.068965517241379,0.0,,,,,,,,,,,,,,,,partial
