pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
Pfb1f04f295,2021,,0,True,1.0,-0.052325369903161,0.0,82.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,13.0,3.0,0.0,1,13.0,-0.052325369903161,-10.67863036750617,0.0,0.0,,,,,,,,,,,,,,,,,,,,,final
P3ffd955342,2021,,0,True,2.0,0.033483467737951494,0.0329,62.0,bust_track,1.0,cup_of_coffee,undrafted,,42806.0,0.0,76.80000000000001,5.0,0.0,2,21.0,0.0634834677379515,3.059575116324994,13.457943925233646,0.0,55.800000000000004,-0.03,-3.57,15.483870967741934,0.0,,,,,,,,,,,,,,,,final
P659829b9e5,2021,,0,True,1.0,0.0028556479401273,0.0029,69.0,bust_track,1.0,cup_of_coffee,undrafted,,106352.0,0.0,7.0,2.0,0.0,1,7.0,0.0028556479401273,-2.016302807495902,29.18918918918919,0.0,,,,,,,,,,,,,,,,,,,,,final
Pdd3a369707,2021,,0,True,1.0,0.1098423385258966,0.1042,57.0,bust_track,1.0,cup_of_coffee,undrafted,,53176.0,0.0,19.0,3.0,0.0,1,19.0,0.1098423385258966,8.372898765950954,11.428571428571429,0.0,,,,,,,,,,,,,,,,,,,,,final
P64f9a357ca,2021,,0,True,5.0,4.960563510004164,1.7852,28.0,rotation_track,2.0,role_player,undrafted,2461463.0,12950239.0,0.0,4333.0,289.0,0.0,5,589.0,0.2105635100041642,-2.051758836657638,16.18348623853211,0.0,979.8,0.91,-1.03,16.73239436619718,1.0,761.6,1.15,-0.04,12.97058823529412,1.0,499.8,0.67,-0.32,14.521008403361343,0.0,1502.8000000000002,2.02,-0.32,17.266968325791854,1.0,final
Pdb02e7ce99,2021,,0,True,1.0,-0.3210101309669532,0.0,98.0,bust_track,1.0,cup_of_coffee,undrafted,,53176.0,0.0,17.0,1.0,0.0,1,17.0,-0.3210101309669532,-39.58629780803003,0.0,0.0,,,,,,,,,,,,,,,,,,,,,final
P9161b1752d,2021,,0,True,1.0,-0.0180013886922504,0.0,76.0,bust_track,1.0,cup_of_coffee,undrafted,,53176.0,0.0,12.0,3.0,0.0,1,12.0,-0.0180013886922504,-5.719777007104137,6.146341463414634,0.0,,,,,,,,,,,,,,,,,,,,,final
Pcc9fe4d64c,2021,,0,True,1.0,0.0275009052531252,0.0271,63.0,bust_track,1.0,cup_of_coffee,undrafted,,53176.0,0.0,3.0,1.0,0.0,1,3.0,0.0275009052531252,14.753349795867711,0.0,0.0,,,,,,,,,,,,,,,,,,,,,final
P8c6b1e4de6,2021,,0,True,1.0,-0.1767893341815519,0.0,93.0,bust_track,1.0,cup_of_coffee,undrafted,,300443.0,0.0,52.0,11.0,0.0,1,52.0,-0.1767893341815519,-9.416132896655688,9.191489361702127,0.0,,,,,,,,,,,,,,,,,,,,,final
P6a7cb1d3a8,2021,,0,True,3.0,-0.5910950642789945,0.0,109.0,bust_track,1.0,cup_of_coffee,undrafted,,577913.0,0.0,293.3,29.0,0.0,3,199.0,-0.3810950642789944,-6.472642924820202,14.399999999999999,0.0,86.8,-0.14,-5.34,20.612903225806452,0.0,7.5,-0.07,-19.08,28.8,0.0,,,,,,,,,,,final
