pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
P539176b694,2020,,0,True,2.0,-0.5186158536573616,0.0,80.0,bust_track,1.0,fringe,undrafted,,,0.0,2724.0,0.0,0.0,2,1068.0,-0.3057480025693751,-3.312437863653474,,0.0,1656.0,-0.2128678510879865,-3.002997621567202,,0.0,,,,,,,,,,,,,,,,final
Pdd324c8c3a,2020,,0,True,2.0,-0.0382464501827674,0.0,55.0,bust_track,1.0,cup_of_coffee,undrafted,,128648.0,0.0,130.0,6.0,0.0,2,87.0,-0.0417790791148063,-3.693290234489859,17.834862385321102,0.0,43.0,0.0035326289320389,-2.587684049388724,19.078341013824886,0.0,,,,,,,,,,,,,,,,final
Pcf413465aa,2020,,0,True,1.0,0.0070556960996738,0.007,49.0,bust_track,1.0,cup_of_coffee,undrafted,,123056.0,0.0,29.0,5.0,0.0,1,29.0,0.0070556960996738,-2.281985918059856,15.864406779661017,0.0,,,,,,,,,,,,,,,,,,,,,final
P007123cefb,2020,,0,True,2.0,0.677017021819649,0.517,32.0,bust_track,1.0,cup_of_coffee,undrafted,,2611794.0,0.0,412.8,37.0,0.0,2,54.0,-0.1129829781803511,-6.732800553365632,14.693877551020407,0.0,358.8,0.79,1.19,11.478260869565219,0.0,,,,,,,,,,,,,,,,final
Pa5bdbe06a8,2020,,0,True,1.0,-0.201423885807915,0.0,67.0,bust_track,1.0,cup_of_coffee,undrafted,,24611.0,0.0,82.0,1.0,0.0,1,82.0,-0.201423885807915,-7.416971968472927,18.22784810126582,0.0,,,,,,,,,,,,,,,,,,,,,final
P6142a39d2b,2020,,0,True,4.0,0.075930593642728,0.0732,44.0,bust_track,1.0,fringe,undrafted,464050.0,3081934.0,0.0,564.6,55.0,0.0,4,176.0,0.1188986619788579,-1.365616500155791,11.049504950495049,0.0,188.0,-0.0229680683361299,-2.990716417851259,10.749999999999998,0.0,176.0,-0.05,-3.11,11.700000000000001,0.0,24.599999999999998,0.03,-0.8,17.5609756097561,0.0,,,,,,final
P173da90181,2020,46.0,1,True,2.0,-1.6679184171142891,0.0,87.0,bust_track,1.0,fringe,met_expectations,,2416291.0,0.0,1374.0,88.0,0.0,2,200.0,-0.0700359788861132,-3.377995457569915,12.9375,0.0,1174.0,-1.597882438228176,-5.407066999808508,10.336633663366337,0.0,,,,,,,,,,,,,,,,final
P0fec6c7ff1,2020,,0,True,1.0,0.0018809073983683,0.0019,50.0,bust_track,1.0,cup_of_coffee,undrafted,,,0.0,101.0,7.0,0.0,1,101.0,0.0018809073983683,-2.713434389428237,15.249999999999998,0.0,,,,,,,,,,,,,,,,,,,,,final
P9d5ce33ec0,2020,57.0,1,True,2.0,-0.8654693292334328,0.0,85.0,bust_track,1.0,cup_of_coffee,met_expectations,,677420.0,0.0,420.0,36.0,0.0,2,233.0,-0.3654642318650576,-5.763485533891586,13.333333333333334,0.0,187.0,-0.5000050973683752,-7.997579177623035,17.711229946524064,0.0,,,,,,,,,,,,,,,,final
P076dcdb147,2020,,0,True,3.0,0.42333414368543,0.353,36.0,bust_track,1.0,cup_of_coffee,undrafted,,858036.0,0.0,188.4,28.0,0.0,3,50.0,0.4240861082759597,14.03219586210414,16.434782608695656,0.0,85.0,0.0692480354094703,-1.151840817334774,12.155844155844157,0.0,53.400000000000006,-0.07,-5.06,2.022471910112359,0.0,,,,,,,,,,,final
P9cddcdc1ad,2020,45.0,1,True,4.0,-1.886484812737693,0.0,89.0,bust_track,1.0,role_player,met_expectations,,8216291.0,0.0,3412.7999999999997,206.0,0.0,4,305.0,0.3735275118559641,-0.3772068784523379,22.54945054945055,0.0,1205.0,-1.770012324593657,-5.625043317499711,14.890052356020941,0.0,1190.3999999999999,-0.15,-2.86,16.3125,0.0,712.4,-0.34,-3.47,18.394160583941606,0.0,,,,,,final
P98391b949f,2020,,0,True,2.0,0.1115606488595983,0.1058,43.0,bust_track,1.0,fringe,undrafted,,4252365.0,0.0,643.0,54.0,0.0,2,182.0,0.0515944827603055,-2.191245914438396,11.405940594059407,0.0,461.0,0.0599661660992928,-2.49573798184701,9.28125,0.0,,,,,,,,,,,,,,,,final
Pc5171d01c1,2020,,0,True,3.0,-0.4486708123628935,0.0,76.0,bust_track,1.0,fringe,undrafted,,2165712.0,0.0,1476.0,84.0,0.0,3,520.0,-0.3147351585656675,-3.934465614684489,15.507692307692308,0.0,852.0,-0.003935653797226,-2.804199149695592,12.23076923076923,0.0,104.0,-0.13,-4.88,14.538461538461538,0.0,,,,,,,,,,,final
