pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
P6e67770ba5,2026,40.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P3cb9458e5b,2026,60.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P53d139a0c8,2026,29.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pb07d6373bb,2026,35.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P1723d857f7,2026,53.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pfc8df2f375,2026,36.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pad2abbabb5,2026,11.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P81fe4dcd33,2026,22.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P03f35a2855,2026,16.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P2086e31fc5,2026,33.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P8d0ea24592,2026,41.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P8db9055dd7,2026,1.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P865ed42223,2026,2.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Paae5adeebf,2026,3.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pbbefe0eca9,2026,4.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P36ce80df8e,2026,7.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P0d5beb0152,2026,8.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P86042c98c9,2026,5.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P8e7fe9e7e9,2026,6.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P3dfb31f267,2026,10.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pdf653f9244,2026,27.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P9ac54b5d6d,2026,13.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pd10e0b97d9,2026,24.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P7235c3ea4e,2026,14.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pd88150bb39,2026,34.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P0fc299eb1c,2026,21.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P011de6a94b,2026,19.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
Pfd12de1732,2026,18.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P9a9f9fa8f1,2026,9.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P5fe334203a,2026,15.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
P7c5fe0ebd3,2026,20.0,1,False,,,0.0,,not_yet_played,,not_yet_played,unresolved,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,partial
